,comm_date,author,author_id,likes,comment,video_id
48,2024-12-07T01:43:23Z,@Gusatokemas-i1x,UCdbDGJ5eIciQ_7aJhf5jHWA,0,Masya Allah..gantinya mungkin Gus muwafiq atau K.imad,jFyQPbcXSGQ
49,2024-12-07T01:28:18Z,@DeltFresh,UCKl4EhwAomh9bDm9ClR9cxg,1,"efek asal comot

*warga +62 ga didoktrin tuk becanda positif dan nyenengin, tapi dibiarkan liar nyebelin...*",jFyQPbcXSGQ
50,2024-12-07T01:20:21Z,@LEEMMAFIADOUBLE77,UCOa-aYE4FmJmOWiV7ZXc2Rg,0,Setiap manusia memang tak ada sapa yg sempurna kalau fikir logik saya hairan sekali Padahal Fikiran org betulx2 waras boleh memikirkan yg terbaik sebelum terlepas bagi katax2 yg tidak sesuai terhadap org lain Akhirnya kenapa boleh tibax2 jadi perbuatan yg sebegini sedangkn org yg sudah banyak memperlajari mendalami ilmu agama setahu saya dia boleh menjadi contoh dan tauladan untuk Membawa org jalan ke arah yg lebih baik tapi mengapa tibax2 ada d sebaliknya boleh pula lepaskan katax2 sebergitu rupa yg boleh menyinggung hati dan perasaan sama org lain kalau perbuatan kita mungkin boleh kita undur memperlajari diri utk jadi manusia yg baik kalau kita sudah buat garax2 melepaskan katax2 yg sudah menguris hati dan perasaan org lain kemungkinan itu susah mahu d undurkan sebab bukan mudah org memaafkan katax2 kita yg sudah d lepaskan pada org lain risau org lain tidak boleh memaafkan katax2 kita jadi bila esok kalau kita sudah meninggal masuk d dalam kubur esok jadi susah tu lain kali kita sebelum berkata sesuatu kena hatix2 selagi org tidak akan memaafkan kita selagi tu lah kita tanggung,jFyQPbcXSGQ
51,2024-12-07T01:18:29Z,@KhairulIrul-ls4uz,UC4XuxNEeZpHMwl9-RKcnGIA,0,"Saya yakin beliau termasuk orang yg bertanggung jawab, dibalik semuay kita tarik kesimpulan beliu untung  penjual es untung kita semuapun untung kalau kita pandai memandang kebaikanya.",jFyQPbcXSGQ
52,2024-12-07T01:16:36Z,@wellylhakim3619,UCP9-r-TRwZLsuW8jumgCusA,0,Bagus luh mundur ngerusak wibawa presiden baru dilantik ...,jFyQPbcXSGQ
53,2024-12-07T01:12:02Z,@SBYJokowiJKIndonesia,UCDkuMXJmglWXhTHyFgxIwHA,0,Jokowi Kaget Utang Piutang dan Bunga Naik di era Prabowo menjadi 20% atau 20 Juta Rakyat NKRI di Bantai akibat Jatuh Tempo.tak ada Ampunan.😮,jFyQPbcXSGQ
54,2024-12-07T01:11:39Z,@akbarmaliq8912,UCzFojeRmoWHpXk0RwHeszNQ,0,"Jika Allah berkehendak lain....mk berprinsiplah dlm hidup..""ajining diri soko LATHI..ajining rogo soko busono""..smg setelah ini Gus Miftah bisa ambil hikmahnya",jFyQPbcXSGQ
55,2024-12-07T01:05:49Z,@tuturadisuwito6302,UCNpy0CSdC-dUKHEqsrDKPtw,0,Mungkin itu sifat aslinya ya...,jFyQPbcXSGQ
56,2024-12-07T01:00:28Z,@ekakusumawati8778,UClBWuxDamU8s4HUWlg7C7Og,0,"Hahahaaaa.  S miftah gk pantas d jadikan panutan.
Mundurlah anada scara hina😅😅😅",jFyQPbcXSGQ
57,2024-12-07T00:59:35Z,@FatonaharifinArifin,UCxcnFFfF3Y8wp0zrd_itOvw,0,Hati2 para penda'wah jangan sampai kesalahan terulang lagi seperti yang sudah sudah. Suri tauladan itu penting sekali.,jFyQPbcXSGQ
58,2024-12-07T00:58:08Z,@ekaoktaviani8972,UCH_Rt4bDirJZUQSEIFTdUYA,0,Gus mita ❤ ini merupakan tegoran dari Allah agar ada perbaikan cara penyampaikan tutur kata nya tidak semua orang mau dibilang begitu tapi disisi lain Allah memberi  atau mengangkat derajat nya tukang es pelajaran buat kita semua tidak ada kesombongan dalam hidup derajat pangkat harus berbuat arif,jFyQPbcXSGQ
59,2024-12-07T00:52:42Z,@mawarda50setia52,UC2fr0ZGhz6VwawTCrwm-bLQ,0,"Beliau Mengundurkan Diri ...tdk Egois ...
Salut Tuk Gus Miftah...
Itulah Orang yg Jentel...
Tdl semata Mata Jabatan...
Tanggung jawab Seorang Gus Miftah...❤❤❤❤❤",jFyQPbcXSGQ
